comment,scale
"Služba bola trochu pomalá, vzhľadom na to, že ju obsluhovali servery pre 3 osoby, takže jedlo prichádzalo pomalým tempom.  ",0
Dávam 2 palce dole  ,0
"Sledovali sme, ako náš čašník venuje oveľa viac pozornosti iným stolom a ignoruje nás.  ",0
S mojím snúbencom sme prišli uprostred dňa a hneď nás privítali a usadili.  ,1
Toto je skvelá reštaurácia v zálive Mandalay.  ,1
Štyridsaťpäť minút sme čakali márne.  ,0
"Crostini, ktorý prišiel so šalátom, bol zatuchnutý.  ",0
Niektoré zaujímavosti: Skvelá kvalita nigiri tu!  ,1
personál je priateľský a kĺb je vždy čistý.  ,1
"Objednal som si cestoviny Voodoo a bolo to prvýkrát, čo som mal naozaj vynikajúce cestoviny, odkedy som bol pred niekoľkými rokmi bezlepkový.  ",1
toto miesto je dobré.  ,1
"Žiaľ, museli sme ísť do pekárne v deň, keď sme zostali, pretože všetko, čo sme si objednali, bolo ZASTARANÉ.  ",0
"Dnes som sa vrátil, pretože sa presťahovali a stále nie som ohromený.  ",0
Hneď som si sadla.  ,1
Ich ponuka je rôznorodá a za rozumnú cenu.  ,1
Vyhnite sa za každú cenu!  ,0
"Reštaurácia je vždy plná, ale nikdy nečakajte.  ",1
CHUTNÉ!!  ,1
Toto miesto je jednoznačne jedným z najlepších miest na jedenie v oblasti metra Phoenix.  ,1
"Takže tam nechoďte, ak hľadáte dobré jedlo...  ",0
Nikdy sa so mnou tak zle nezaobchádzalo.  ,0
Slanina je pekelne slaná.  ,1
Objednali sme si aj špenátový a avokádový šalát; ingrediencie boli smutné a dresing mal doslova nulovú chuť.  ,0
"Takto skutočne bývalo dobré jedlo vo Vegas, až po menu podávané dámam, ktoré nemajú uvedené ceny.  ",1
Čašníčky sú veľmi priateľské.  ,1
"Pane, Khao Soi je jedlo, ktoré by si milovníci kari nemali nechať ujsť!  ",1
"Všetko na jedálnom lístku je úžasné a boli sme tiež nadšení, že urobili úžasné ubytovanie pre našu vegetariánsku dcéru.  ",1
"Možno som ich zachytil mimo noci, súdiac podľa iných recenzií, ale nie som inšpirovaný vrátiť sa späť.  ",0
Služba tu zanecháva veľa požiadaviek.  ,0
"Atmosféra je moderná a štýlová, pričom si zachováva nádych útulnosti.  ",1
"Nie je to týždenné strašenie, ale určite miesto, kam sa raz za čas vrátiť.  ",1
"Doslova sme tam sedeli 2  minút, pričom nikto nepožiadal o prijatie našej objednávky.  ",0
"Burger nemal absolútne žiadnu chuť – samotné mäso bolo úplne nevýrazné, burger bol prepečený a chýbala mu chuť dreveného uhlia.  ",0
"Tiež som sa rozhodol, že to nepošlem späť, pretože naša čašníčka vyzerala, že je na pokraji infarktu.  ",0
"Obliekol som sa, aby sa so mnou zaobchádzalo tak hrubo!  ",0
Pravdepodobne to bola špina.  ,0
"Milujem toto miesto, je na mieste, keď chcem niečo zdravé, ale nechýba mu množstvo ani chuť.  ",1
"Objednal som si citrónový malinový ľadový koktail, ktorý bol tiež neuveriteľný.  ",1
"Jedlo nasávalo, čo sme očakávali, ale nasávalo viac, ako sme si dokázali predstaviť.  ",0
Zaujímavá výzdoba.  ,1
"Čo sa mi tam veľmi páči, je krepovacia stanica.  ",1
Podával sa aj horúci chlieb s maslom a domáce zemiakové lupienky s kúskami slaniny na vrchu....veľmi originálne a veľmi dobré.  ,1
môžete ich sledovať pri príprave chutného jedla!)  ,1
Obe vaječné rolky boli fantastické.  ,1
"Keď moja objednávka prišla, jeden z gyroskopov chýbal.  ",0
Mal som šalát s krídlami a nejakú zmrzlinu ako dezert a odišiel som celkom spokojný.  ,1
"Nie som si istý, ako bol Joey's zvolený za najlepší hot dog v údolí čitateľmi Phoenix Magazine.  ",0
"Najlepšie miesto, kam ísť na chutnú misku Pho!  ",1
Živá hudba v piatok úplne fúka.  ,0
Nikdy som nebol viac urazený alebo nerešpektovaný.  ,0
Veľmi priateľský personál.  ,1
Stojí to za jazdu.  ,1
"Počul som o tomto mieste dobré veci, ale prekonalo všetky nádeje, o ktorých som mohol snívať.  ",1
Jedlo bolo skvelé a rovnako aj služba!  ,1
Teplé pivo nepomohlo.  ,0
Skvelé miesto na brunch.  ,1
Služba je priateľská a príjemná.  ,1
Veľmi dobré miesto na obed.  ,1
Bývam tu od roku  979 a toto bolo prvýkrát (a naposledy) čo som vkročil na toto miesto.  ,0
NAJHORŠIA SKÚSENOSŤ VŠETKÝCH.  ,0
Na tomto mieste to musela byť voľná noc.  ,0
"Boky sú delikátne - zmiešané huby, yukon zlaté pyré, biela kukurica - beateous.  ",1
"Ak by sa ten chrobák nikdy neobjavil, určite by som dal 4, ale na druhej strane steny, kde tento chrobák liezol, bola kuchyňa.  ",0
"Asi    minút čakáme na jej šalát, keď sme si uvedomili, že to tak skoro nebude.  ",0
Môj priateľ miloval tatarák z lososa.  ,1
Nevrátim sa.  ,0
Mimoriadne chutné!  ,1
Čašníčka však bola dobrá!  ,1
Mokré a nie dobré.  ,0
Jamajské mojitos sú vynikajúce.  ,1
Ktoré sú malé a nestoja za cenu.  ,0
#NAME?,1
"Sprchovací kút je vonku, takže sa môžete iba opláchnuť, nie úplne osprchovať, pokiaľ vám nevadí, že ste nahí, aby to všetci videli!  ",0
Služba trochu chýbala.  ,0
"Lobster Bisque, Bussell Sprouts, Rizoto, Filet VŠETKO potrebovalo soľ a korenie... a samozrejme pri stoloch žiadna nie je.  ",0
"Dúfajme, že je to predzvesťou toho, že skončia a niekto, kto vie variť, môže prísť.  ",0
"Bolo to príliš studené, nedostatočná chuť alebo jednoducho zlé.  ",0
Miloval som datle zabalené v slanine.  ,1
Toto je neuveriteľná AKCIA!  ,1
Vďaka ľuďom v Otto sa vždy cítime vítaní a výnimoční.  ,1
"Pokiaľ ide o ""hlavné"", tiež neinšpirované.  ",0
"Toto je miesto, kde som prvýkrát mal pho a bolo to úžasné! !  ",1
"Vďaka tomuto úžasnému zážitku sa toto miesto stalo nevyhnutnou zastávkou, kedykoľvek sme opäť v meste.  ",1
"Ak jedlo nie je pre vás dosť zlé, potom si vychutnajte rokovania s najhoršími/otravnými opitými ľuďmi na svete.  ",0
Veľmi zábavný šéfkuchár.  ,1
"Objednal som si dvojitý cheeseburger a dostal som jednu placku, ktorá sa rozpadávala (obrázok nahraný) Áno, stále je to na hovno.  ",0
"Skvelé miesto na pár nápojov a sledovanie všetkých športových podujatí, pretože steny sú pokryté televízormi.  ",1
"V popisoch sa uvádzalo „mňam mňam omáčka“ a v ďalšom „úhoria omáčka“, v ďalšom sa uvádzalo „pikantná majonéza“... ŽIADNA z roliek nemala omáčky.  ",0
"Povedal by som, že to bude najťažšie rozhodnutie... Úprimne, všetky jedlá M chutia tak, ako chutiť majú (úžasné).  ",1
"Keby neprevrátila očami, možno by sme zostali... Nie sme si istí, či sa vrátime a skúsime to znova.  ",0
Každý je veľmi pozorný a poskytuje vynikajúce služby zákazníkom.  ,1
Hrozné - nestrácajte čas a peniaze.  ,0
Teraz bolo toto jedlo celkom chutné.  ,1
"V tom čase bola naša strana reštaurácie takmer prázdna, takže nebolo žiadne ospravedlnenie.  ",0
(Ani to nebolo zaneprázdnené) V budove bola tiež MRAZUJÚCA zima.  ,0
"ako povedal druhý recenzent ""nemohli ste mi zaplatiť, aby som sa na tomto mieste znova najedol.""  ",0
"- Nápojom trvalo takmer 3  minút, kým vyšli v jednom bode.  ",0
"Vážne chutné pochúťky, ľudia.  ",1
"Oveľa lepšie ako iné sushi AYCE, kam som išiel vo Vegas.  ",1
"Osvetlenie je dostatočne tmavé na to, aby vytvorilo náladu.  ",1
"Na základe podpriemerných služieb, ktoré som dostal, a bez snahy prejaviť ich vďačnosť za moje podnikanie sa už nevrátim.  ",0
Majitelia sú naozaj skvelí ľudia.!  ,1
Na práci/jedle tam nie je nič privilegované.  ,0
Grécky dresing bol veľmi krémový a chutný.  ,1
"Celkovo si nemyslím, že by som svojich rodičov znova zobral na toto miesto, pretože väčšinu podobných sťažností pociťovali aj ja.  ",0
"Teraz bola samotná pizza dobrá, arašidová omáčka bola veľmi chutná.  ",1
Pri našom stole sme mali 7 a služba bola dosť rýchla.  ,1
Fantastická služba tu.  ,1
"Tiež by som dal krstným otcom nulové hviezdy, ak by to bolo možné.  ",0
Tu ich vedia vyrobiť.  ,1
veľmi tvrdé a veľmi krátke na chuť!  ,0
"Dúfam, že toto miesto zostane.  ",1
"Bol som vo viac ako niekoľkých baroch vo Vegas a nikdy si nepamätám, že by mi účtovali vodu z vodovodu.  ",0
Atmosféra reštaurácie bola vynikajúca.  ,1
"Dobré služby, veľmi čisté a lacné, na začiatok!  ",1
Morské plody boli čerstvé a štedré v porciách.  ,1
Navyše je to len 8 dolárov.  ,1
Služba tiež nebola na úrovni.  ,0
Doteraz sme navštívili iba dvakrát a jedlo bolo zakaždým úplne chutné.  ,1
"Rovnako dobrý, ako keď som ho mal pred viac ako rokom!  ",1
Pre samozvanú kaviareň som bol veľmi sklamaný.  ,0
Vegetariánsky tanier je mimo tohto sveta!  ,1
Tu nemôžete urobiť chybu so žiadnym jedlom.  ,1
To nemôžeš poraziť.  ,1
"Zastavil som sa na tomto mieste v Madisone pre Ironmana, veľmi priateľský a milý personál.  ",1
Kuchári boli priateľskí a odviedli dobrú prácu.  ,1
"Mal som lepšie, nielen od špecializovaných miest na čaj boba, ale dokonca aj od Jenni Pho.  ",0
Páčilo sa mi patio a služba bola vynikajúca.  ,1
Kozie taco na mäse nešetrilo a wow aká CHUTÍ!  ,1
"Myslím, že opäť nie  ",0
"Mal som mak šalát a bol dosť nevýrazný, takže ho už nedostanem.  ",0
Išiel som do Bachi Burger na odporúčanie priateľa a nebol som sklamaný.  ,1
Služba tu smrdí!  ,0
Čakal som a čakal.  ,0
"Toto miesto nie je kvalitné sushi, nie je to kvalitná reštaurácia.  ",0
Určite by som odporučil krídla aj pizzu.  ,1
Skvelá pizza a šaláty!  ,1
"Veci, ktoré sa pokazili: - Spálili saganaki.  ",0
"Čakali sme hodinu na raňajky, ktoré som mohol urobiť    -krát lepšie doma.  ",0
Toto miesto je úžasné!  ,1
"Nerád nesúhlasím s mojimi kolegami Yelpers, ale môj manžel a ja sme boli z tohto miesta tak sklamaní.  ",0
"Čakali sme 2 hodiny a nikdy sme nedostali žiadnu z našich pizz, ako to urobili mnohí ďalší okolo nás, ktorí prišli neskôr!  ",0
"Len neviem, prečo boli tak pomalí.  ",0
"Personál je skvelý, jedlo je vynikajúce a majú neuveriteľný výber piva.  ",1
"Bývam v susedstve, takže som sklamaný, že sa sem nevrátim, pretože je to výhodné miesto.  ",0
"Nevedel som, že ťahané bravčové mäso môže byť také chutné.  ",1
"Získate neuveriteľne čerstvé ryby, pripravené starostlivo.  ",1
"Predtým, ako prejdem k tomu, prečo som dal hodnotenie   hviezdičkou, prosím, vedzte, že som pred napísaním recenzie jedol tretíkrát v Bachi burgeri.  ",0
"Milujem skutočnosť, že všetko na ich jedálnom lístku stojí za to.  ",1
Už nikdy nebudem jesť na tomto mieste!  ,0
Jedlo bolo vynikajúce a služba bola veľmi dobrá.  ,1
Dobrý výber piva a nápojov a dobrý výber jedál.  ,1
"Prosím, držte sa ďalej od smažených rezancov z kreviet.  ",0
Objednávka zemiakových lupienkov bola smutná... Asi som vedel spočítať koľko žetónov bolo v tej krabici a bolo to asi okolo  2.  ,0
Jedlo bolo naozaj nudné.  ,0
Dobrá servisná kontrola!  ,1
Táto chamtivá korporácia odo mňa NIKDY neuvidí ani cent!  ,0
"Nikdy, nikdy sa nevráti.  ",0
"Akokoľvek by som sa chcel vrátiť, nemôžem prejsť tou hroznou službou a nikdy sa nevrátim.  ",0
V lete môžete stolovať na pôvabnej vonkajšej terase - tak veľmi príjemné.  ,1
"Nečakal som, že to bude také dobré!  ",1
Fantastické jedlo!  ,1
"Objednala si opečený anglický muffin, ktorý vyšiel neopečený.  ",0
Jedlo bolo veľmi dobré.  ,1
Nikdy sa nevrátiť.  ,0
"Skvelé jedlo za cenu, ktoré je veľmi kvalitné a vyrobené doma.  ",1
Chlapec z autobusu bol na druhej strane taký hrubý.  ,0
"Späť k dobrému grilovaniu, ľahšiemu cestovnému, rozumným cenám a povedzte verejnosti, že sa vrátili do starých koľají.  ",1
"A vzhľadom na to, že my dvaja sme tam zostali veľmi plní a šťastní za približne 2  dolárov, nemôžete sa pokaziť.  ",1
Všetok chlieb sa vyrába doma!  ,1
Jedinou nevýhodou je služba.  ,0
"Tiež hranolky sú bezpochyby najhoršie hranolky, aké som kedy mal.  ",0
Služba bola výnimočná a jedlo bolo dobré ako všetky recenzie.  ,1
O pár mesiacov neskôr som sa vrátil a mal úžasné jedlo.  ,1
Obľúbené miesto v meste pre shawarrrrrrma!!!!!!  ,1
Čierny hrášok a sladké zemiaky... NESKUTOČNÉ!  ,1
Nebudete sklamaní.  ,1
"Mohli by to podávať len s vinaigrette a môže to byť celkovo lepšie jedlo, ale stále to bolo veľmi dobré.  ",1
"Chodím na príliš veľa miest a nikdy som nevidel žiadnu reštauráciu, kde by sa podávali raňajky s   vajcom, najmä za 4,   USD.  ",0
"Keď sme sa s mamou vrátili domov, okamžite ochorela a dala si len pár kúskov šalátu.  ",0
So servermi nie je príjemné zaobchádzať a nie vždy rešpektujú kupóny Pizza Hut.  ,0
"Obaja boli skutočne neuveriteľne dobrí a som tak rád, že sme sa vrátili.  ",1
Mali sme fantastické služby a boli sme spokojní s atmosférou.  ,1
Všetko bolo hnusné.  ,0
Milujem toto miesto.  ,1
Skvelé služby a jedlo.  ,1
Po prvé - kúpeľne na tomto mieste boli špinavé - poťahy sedadiel neboli doplnené a jednoducho škaredé! ! !  ,0
"Burger... Dostal som ""zlatý štandard"" burger za  7 dolárov a bol som trochu sklamaný.  ",0
"OMG, jedlo bolo vynikajúce!  ",1
Na tomto mieste nie je nič autentické.  ,0
špagety nie sú vôbec nič zvláštne.  ,0
"Zo všetkých jedál bol losos najlepší, ale všetky boli skvelé.  ",1
Zelenina je taká čerstvá a omáčka sa cíti ako autentická thajská.  ,1
Oplatí sa jazdiť z Tucsonu!  ,1
Výber bol asi najhorší aký som vo Vegas videl.....žiadny tam nebol.  ,0
Celkom dobrý výber piva.  ,1
"Toto miesto je ako Chipotle, ale LEPŠIE.  ",1
"Elegantná/teplá atmosféra, zábavné a čerstvé predjedlá, šťavnaté steaky (Bejzbalový steak!!!!!  ",1
5 hviezdičiek za aplikáciu chleba v tehlovej peci!  ,1
Jedol som tu niekoľkokrát a jedlo bolo vždy vynikajúce.  ,1
Sedeli sme ďalších desať minút a nakoniec sme to vzdali a odišli.  ,0
Bol hrozný!  ,0
S každým sa zaobchádza rovnako špeciálne.  ,1
Palacinkám a vajíčkam by to nemalo trvať 3  minút.  ,0
Bolo to chutné!!!  ,1
"Na druhej strane, personál bol skutočne príjemný a nadšený - skutočný zážitok.  ",1
"Steak Gordona Ramseyho je, žiaľ, miestom, ktorému sa počas našej ďalšej cesty do Vegas rozhodne vyhýbame.  ",0
"Ako vždy, večer bol úžasný a jedlo chutné!  ",1
"Najlepšia ryba, akú som kedy v živote mal!  ",1
(Kúpeľňa je hneď vedľa a je veľmi pekná.)  ,1
"Bufet je malý a všetko jedlo, ktoré ponúkali, bolo BLANDSKÉ.  ",0
"Toto je vynikajúca malá reštaurácia s niektorými z najlepších jedál, aké som kedy ochutnal.  ",1
Celkom v pohode by som povedal.  ,1
"Rozhodne pre mňa vypnutie a pochybujem, že sa vrátim, pokiaľ to nekúpi niekto iný.  ",0
Server odviedol skvelú prácu pri manipulácii s naším veľkým hlučným stolom.  ,1
"Plytvanie jedlom považujem za opovrhnutiahodné, ale toto jednoducho nebolo jedlo.  ",0
"Moja žena mala polievku Lobster Bisque, ktorá bola vlažná.  ",0
"Vrátil by som sa znova, keby som mal vo Vegas chuť na sushi.  ",1
"Personál je skvelý, atmosféra je skvelá.  ",1
Zaslúži si 5 hviezdičiek.  ,1
Odišiel som s bolesťami žalúdka a celý deň mi bolo zle.  ,0
Padli viac ako lopta.  ,0
"Jedálenský priestor je malý, ale elegantne zariadený a pohodlný.  ",1
"Prispôsobia vašu objednávku, ako len chcete, moja obyčajná je praženica Baklažán so zelenou fazuľou, páči sa mi to!  ",1
A fazuľa a ryža boli prinajlepšom priemerné.  ,0
Najlepšie tacos v meste zďaleka! !  ,1
Vzal som si späť svoje peniaze a odišiel som odtiaľ.  ,0
V zaujímavej časti mesta je toto miesto úžasné.  ,1
HRUBÉ A NEOHRODNÉ RIADENIE.  ,0
"Personál teraz nie je taký priateľský, čakacie doby na obsluhu sú hrozné, prvých    minút nikto ani nepozdraví.  ",0
Už sa nevrátim.  ,0
Majú skvelé večere.  ,1
Služba bola vynikajúca a určite odporúčam Halibut.  ,1
Jedlo bolo hrozné.  ,0
"NIKDY SA NEVRÁTI A POVEDALI MNOHÝM ĽUĎOM, ČO SA STALO.  ",0
"Neodporúčam, pokiaľ sa vám pred ním nepokazí auto a nebudete hladovať.  ",0
"Vrátim sa sem zakaždým, keď budem vo Vegas.  ",1
Toto miesto si zaslúži jednu hviezdičku a 9 % súvisí s jedlom.  ,0
Toto je hanba.  ,0
Nabudúce sa určite vrátim do misy  ,1
"Ak chcete zdravé autentické alebo etické jedlo, skúste toto miesto.  ",1
"Budem sem naďalej chodiť na dámsku noc a ddd rande... vrelo odporúčam toto miesto každému, kto je v tejto oblasti (;  ",1
V minulosti som tu bol niekoľkokrát a skúsenosť bola vždy skvelá.  ,1
Odchádzali sme plní a šťastní z nášho prvého zážitku z bufetu vo Vegas.  ,1
"Služba bola vynikajúca a ceny sú celkom rozumné vzhľadom na to, že ide o Vegas a nachádza sa vo vnútri nákupného centra Crystals od Arie.  ",1
"Aby som to zhrnul... jedlo bolo neuveriteľné, nie, transcendentné... ale nič mi neprináša takú radosť ako spomienka na pneumatický dávkovač korenín.  ",1
Detská pizza je tiež vždy hitom s množstvom skvelých príloh pre deti!  ,1
Služba je perfektná a rodinná atmosféra je pekná.  ,1
Varené k dokonalosti a služba bola bezchybná.  ,1
Toto je jednoducho sklamanie.  ,0
Celkovo som bol veľmi sklamaný kvalitou jedla v Bouchone.  ,0
"Nemusím byť účtovník, aby som vedel, že ma to poserie!  ",0
"Skvelé miesto na jedenie, pripomína mi malú mamu a popové obchody v oblasti San Francisco Bay Area.  ",1
"Dnes som prvýkrát ochutnal Buldogis Gourmet Hot Dog a musím vám povedať, že to bolo viac, než som kedy považoval za možné.  ",1
Odišiel veľmi frustrovaný.  ,0
Čoskoro prídem určite znova.  ,1
Jedlo bolo naozaj dobré a rýchlo som sa nasýtil.  ,1
Služba bola fantastická.  ,1
TOTÁLNA STRATA ČASU.  ,0
"Neviem, aký je to druh, ale majú najlepší ľadový čaj.  ",1
"Príďte hladní, odíďte spokojní a plní!  ",1
Za službu im nedávam žiadne hviezdičky.  ,0
"Môžem vás ubezpečiť, že nebudete sklamaní.  ",1
"Môžem prijať trochu zlú službu, ale jedlo je nanič.  ",0
Vzdal sa pokusu zjesť akúkoľvek kôru (zuby stále bolia).  ,0
Ale teraz som bol úplne zdrvený.  ,0
Naozaj som tu rád jedol.  ,1
"Idem prvýkrát, ale myslím, že sa rýchlo stanem pravidelným.  ",1
"Náš server bol veľmi milý, a aj keď vyzeral trochu ohromený všetkými našimi potrebami, zostal profesionálny a priateľský až do konca.  ",1
"Z toho, čo mi povedali moji spoločníci na večeri...všetko bolo veľmi čerstvé s príjemnou textúrou a chuťou.  ",1
"Na zemi, hneď vedľa nášho stola, bola veľká, rozmazaná, všade zastúpená a sledovaná kopa zelených vtáčích výkalov.  ",0
Navyše na webovej stránke nenájdete ani otváracie hodiny!  ,0
"Snažili sme sa páčiť toto miesto, ale po viac ako   -krát si myslím, že sme s nimi skončili.  ",0
Aká to bola chyba!  ,0
Žiadne sťažnosti!  ,1
Toto je naozaj dobrá pizza a ja som na túto tému odborník / znalec.  ,1
Čašník bol hlupák.  ,0
"Strike 2, kto chce byť ponáhľaný.  ",0
"Toto sú tí najkrajší majitelia reštaurácií, s akými som sa kedy stretol.  ",1
Už nikdy neprídem.  ,0
Milovali sme sušienky! ! !  ,1
Služba je rýchla a priateľská.  ,1
Objednal si predjedlo a trvalo 4  minút a potom pizzu ďalších    minút.  ,0
Tak absolútne fantastické.  ,1
"Bol to obrovský nepohodlný  ,5 librový kus kravy, ktorý mal 3/4 chrupavky a bol tučný.  ",0
určite sa sem ešte vráti.  ,1
"Mám rád Steiners, pretože je tam tma a je to ako v bare.  ",1
"Wow veľmi pikantné, ale chutné.  ",1
"Ak nie ste oboznámení, pozrite sa.  ",1
Vezmem doláre na obchodnú večeru inde.  ,0
Rád by som sa vrátil.  ,1
V každom prípade má táto reštaurácia FS skvelé raňajky / obed.  ,1
Nič zvláštne.  ,0
Každý deň v týždni majú inú ponuku a všetko je tak chutné!  ,1
"Nehovoriac o kombinácii hrušiek, mandlí a slaniny je veľkým víťazom!  ",1
nebude späť.  ,0
Omáčka bola bez chuti.  ,0
"Jedlo je chutné a dostatočne pikantné, takže ak to uprednostňujete, určite požiadajte o pikantnejšie.  ",1
Môj steak z ribeye bol dokonale uvarený a mal skvelú chuť mesquite.  ,1
"Nemyslím si, že sa čoskoro vrátime.  ",0
Jedlo bolo tak dobré.  ,1
"Mám ďaleko od znalca sushi, ale určite viem rozlíšiť medzi dobrým jedlom a zlým jedlom, a toto bolo určite zlé jedlo.  ",0
Bol som tak urazený.  ,0
"Posledné 3-krát, čo som tu obedoval, bolo zlé.  ",0
"Kuracie krídelká obsahovali najsuchšie kuracie mäso, aké som kedy jedol.  ",0
"Jedlo bolo veľmi dobré a užil som si každé sústo, príjemné uvoľnené miesto pre páry, malé rodinné skupiny atď.  ",1
"Nargile - Myslím, že si skvelý.  ",1
Najlepšie tatérky na juhozápade.  ,1
Milovali sme to miesto.  ,1
"Rozhodne nestojí za tie 3 doláre, ktoré som zaplatil.  ",0
"Vanilková zmrzlina bola krémová a hladká, zatiaľ čo pečivo z profiterolu (choux) bolo dostatočne čerstvé.  ",1
Som stále v AZ a teraz mám svoje nové miesto.  ,1
Manažér bol najhorší.  ,0
Vnútro je naozaj pekné a veľmi čisté.  ,1
Jedlo bolo vynikajúce a ceny boli veľmi rozumné.  ,1
"Nemyslím si, že tak skoro utekám späť ku Carly pre jedlo.  ",0
"Bolo to spôsobené tým, že prijatie nášho jedla trvalo 2  minút, potom ďalších 35 minút, kým sme dostali naše jedlo ... a stále zabúdali na veci.  ",0
Milujte aj margarity!  ,1
Toto bol môj prvý a jediný bufet vo Vegas a nesklamalo to.  ,1
"Veľmi dobre, však!  ",1
"Jedinou poznámkou je, že vetranie by si mohlo vyžadovať nejaké zlepšenie.  ",0
Skvelý bravčový sendvič.  ,1
Nestrácajte tu čas.  ,0
"Úplné sklamanie, oveľa radšej by som šiel do kvetinárstva Camelback a Cartel Coffee.  ",0
"Po tretie, syr na burgeri môjho priateľa bol studený.  ",0
Vychutnávame si ich pizzu a brunch.  ,1
Všetky steaky sú dobre orezané a tiež dokonale uvarené.  ,1
"Mali sme skupinu 7 +, keď sme tvrdili, že budeme mať len 4  a krásne nás zvládli.  ",1
MILUJEM to!  ,1
"Požiadali sme, aby účet odišiel bez jedenia a ani to nepriniesli.  ",0
"Toto miesto je klenotom v Las Vegas a presne to, čo som dúfal, že tu nájdem za takmer desať rokov.  ",1
"Morské plody boli obmedzené na varené krevety a krabie stehienka, ale krabie stehienka rozhodne nechutili čerstvé.  ",0
Chutné a určite sa vrátim!  ,1
"Toto nie je malá rodinná reštaurácia, toto je dobré stravovacie zariadenie.  ",1
"Mali toro tatarák s cavier, ktorý bol výnimočný a páčilo sa mi wagyu nakrájané na tenké plátky s bielou hľuzovkou.  ",1
"Nemyslím si, že sa vrátim na veľmi dlhú dobu.  ",0
Bol pripojený k čerpacej stanici a to je málokedy dobré znamenie.  ,0
Aké úžasné to je.  ,1
Čoskoro sa vrátim mnohokrát.  ,1
"Jedálny lístok mal toľko dobrých vecí, že som sa nemohol rozhodnúť!  ",1
"Najhoršie zo všetkého bolo, že ponížil svojho pracovníka priamo predo mnou.. Kopa strašných mien.  ",0
ZÁVER: Veľmi sýte jedlá.  ,1
Ich denné špeciality sú v mojej skupine vždy hitom.  ,1
A potom došlo k tragédii.  ,0
Palacinka bola tiež naozaj dobrá a dosť veľká.  ,1
Toto bola moja prvá skúsenosť s langustami a bolo to vynikajúce!  ,1
Ich monštrum kurací vyprážaný rezeň a vajcia je môj najobľúbenejší.  ,1
Servírka bola milá a zábavná.  ,1
"Musela som ochutnať aj mamine viaczrnné tekvicové palacinky s pekanovým maslom a boli úžasné, nadýchané a chutné!  ",1
"Radšej by som jedol jedlo leteckých spoločností, vážne.  ",0
O tomto mieste nemôžem povedať dosť dobrých vecí.  ,1
Atmosféra bola neuveriteľná.  ,1
Čašníčka a manažér sú tak priateľskí.  ,1
Toto miesto by som neodporúčal.  ,0
Celkovo na mňa Noca veľmi nezapôsobila.  ,0
Môj gyroskop bol v podstate iba šalát.  ,0
Hrozná služba!  ,0
Úplne sklamaný!  ,0
"Nemám veľa cestovín, ale milujem tu domáce / ručne vyrábané cestoviny a tenké pizze.  ",1
"Skúste to, budete radi, že ste to urobili.  ",1
"Zďaleka NAJLEPŠÍ tvarohový tvaroh, aký sme kedy mali!  ",1
Za rozumnú cenu tiež!  ,1
"Všetko bolo perfektné v tú noc, v ktorej sme boli.  ",1
Jedlo je veľmi dobré pre vaše typické barové jedlo.  ,1
bola to cesta dostať sa tam.  ,0
"Na prvý pohľad je to krásna pekárenská kaviareň - príjemné prostredie, čistý, priateľský personál.  ",1
"Každopádne si nemyslím, že sa tam vrátim.  ",0
"Ukážte prstom na ľubovoľnú položku v ponuke, objednajte si ju a nebudete sklamaní.  ",1
"Oh, toto je taká krása, táto reštaurácia.  ",1
"Ak ste sem nešli, CHOĎTE HNEĎ!  ",1
"Mastné, nezdravé jedlo.  ",0
prvýkrát a možno aj posledný.  ,0
Tie hamburgery boli úžasné.  ,1
"Podobne doručovateľ nepovedal ani slovo ospravedlnenia, keď naše jedlo meškalo 45 minút.  ",0
A bolo to príliš drahé.  ,0
"Nezabudnite si objednať dezert, aj keď si ho potrebujete zabaliť so sebou - tiramisu a cannoli sú na smrť.  ",1
Bolo to prvýkrát a už sa neviem dočkať ďalšieho.  ,1
Barman bol tiež milý.  ,1
Všetko bolo dobré a chutné!  ,1
Toto miesto má dva palce hore....smerom hore.  ,1
Najlepšie miesto vo Vegas na raňajky (stačí sa pozrieť v sobotu alebo nedeľu  ,1
"Ak máte radi autentické mexické jedlo a chcete si vybrať z množstva zaujímavých, no zároveň lahodných druhov mäsa, musíte toto miesto vyskúšať.  ",1
Hrozné riadenie.  ,0
Vynikajúca nová reštaurácia skúseného Francúza.  ,1
"Keby tam bolo nula hviezd, dal by som tomu nula hviezd.  ",0
"Skvelý steak, skvelé prílohy, skvelé víno, úžasné dezerty.  ",1
Najhoršie martini vôbec!  ,0
Steak a krevety sú podľa môjho názoru najlepšie predjedlá v GC.  ,1
Dnes som mal možnosť ochutnať vaše úžasné pizze!  ,1
"Čakali sme tridsať minút, kým sme sa usadili (hoci bolo 8 voľných stolov a my sme boli jediní, ktorí čakali).  ",0
Žltochvostové carpaccio sa roztopilo v ústach čerstvo.  ,1
"Nebudem sa tam snažiť vrátiť, aj keď je prázdny.  ",0
"Nie, idem zjesť zemiak, v ktorom som našiel chlpy cudzích ľudí.  ",0
Len dosť pikantné.. Vlastne dokonalé.  ,1
"Včera večer som tu jedol druhýkrát a bol som taký šťastný, že som sa rozhodol vrátiť!  ",1
"ani ""ahoj, hneď sme pri tebe.""  ",0
Dezerty boli trochu zvláštne.  ,0
